onset	duration	trial_type	value	sample
0.0	0.001	New Segment/	4	0
0.02	0.001	Comment/actiCAP Data On	2	20
36.699	0.001	Stimulus/S101	75	36699
37.699	0.001	Stimulus/S 24	28	37699
38.72	0.001	Stimulus/S 36	40	38720
39.619	0.001	Stimulus/S 59	63	39619
40.538	0.001	Stimulus/S 25	29	40538
41.49	0.001	Stimulus/S 64	68	41490
42.409	0.001	Stimulus/S 66	70	42409
44.186	0.001	Stimulus/S 99	74	44186
44.362	0.001	Stimulus/S  1	5	44362
45.313	0.001	Stimulus/S 39	43	45313
46.215	0.001	Stimulus/S 29	33	46215
47.2	0.001	Stimulus/S 22	26	47200
48.186	0.001	Stimulus/S 40	44	48186
49.137	0.001	Stimulus/S 67	71	49137
50.953	0.001	Stimulus/S 99	74	50953
51.124	0.001	Stimulus/S 42	46	51124
52.009	0.001	Stimulus/S 18	22	52009
53.028	0.001	Stimulus/S 56	60	53028
53.997	0.001	Stimulus/S 67	71	53997
55.823	0.001	Stimulus/S 99	74	55823
56.001	0.001	Stimulus/S 31	35	56001
56.952	0.001	Stimulus/S 19	23	56952
57.937	0.001	Stimulus/S 13	17	57937
58.906	0.001	Stimulus/S  9	13	58906
59.808	0.001	Stimulus/S 17	21	59808
60.81	0.001	Stimulus/S 67	71	60810
62.593	0.001	Stimulus/S 99	74	62593
62.763	0.001	Stimulus/S 47	51	62763
63.698	0.001	Stimulus/S  6	10	63698
64.634	0.001	Stimulus/S 58	62	64634
65.636	0.001	Stimulus/S  7	11	65636
66.537	0.001	Stimulus/S 60	64	66537
67.439	0.001	Stimulus/S 67	71	67439
69.225	0.001	Stimulus/S 99	74	69225
69.409	0.001	Stimulus/S 50	54	69409
70.278	0.001	Stimulus/S 27	31	70278
71.28	0.001	Stimulus/S 12	16	71280
72.231	0.001	Stimulus/S 65	69	72231
74.022	0.001	Stimulus/S 99	74	74022
74.202	0.001	Stimulus/S  5	9	74202
75.12	0.001	Stimulus/S 57	61	75120
76.089	0.001	Stimulus/S 35	39	76089
77.041	0.001	Stimulus/S 45	49	77041
78.043	0.001	Stimulus/S 69	73	78043
79.832	0.001	Stimulus/S 99	74	79832
79.998	0.001	Stimulus/S  3	7	79998
80.931	0.001	Stimulus/S 20	24	80931
81.933	0.001	Stimulus/S 55	59	81933
82.885	0.001	Stimulus/S 21	25	82885
83.837	0.001	Stimulus/S 68	72	83837
85.663	0.001	Stimulus/S 99	74	85663
85.841	0.001	Stimulus/S 51	55	85841
86.776	0.001	Stimulus/S 41	45	86776
87.694	0.001	Stimulus/S 30	34	87694
88.613	0.001	Stimulus/S 63	67	88613
89.581	0.001	Stimulus/S 62	66	89581
90.533	0.001	Stimulus/S 68	72	90533
92.312	0.001	Stimulus/S 99	74	92312
92.487	0.001	Stimulus/S 23	27	92487
93.455	0.001	Stimulus/S 48	52	93455
94.407	0.001	Stimulus/S 33	37	94407
95.409	0.001	Stimulus/S 66	70	95409
97.153	0.001	Stimulus/S 99	74	97153
97.329	0.001	Stimulus/S 16	20	97329
98.231	0.001	Stimulus/S 37	41	98231
99.2	0.001	Stimulus/S 11	15	99200
100.151	0.001	Stimulus/S 61	65	100151
101.087	0.001	Stimulus/S 65	69	101087
102.882	0.001	Stimulus/S 99	74	102882
103.057	0.001	Stimulus/S 53	57	103057
104.009	0.001	Stimulus/S 10	14	104009
104.945	0.001	Stimulus/S 15	19	104945
105.93	0.001	Stimulus/S 32	36	105930
106.931	0.001	Stimulus/S 66	70	106931
108.712	0.001	Stimulus/S 99	74	108712
108.884	0.001	Stimulus/S  2	6	108884
109.77	0.001	Stimulus/S 54	58	109770
110.705	0.001	Stimulus/S 44	48	110705
111.623	0.001	Stimulus/S  8	12	111623
112.559	0.001	Stimulus/S 65	69	112559
114.363	0.001	Stimulus/S 99	74	114363
114.529	0.001	Stimulus/S 26	30	114529
115.448	0.001	Stimulus/S 38	42	115448
116.382	0.001	Stimulus/S 52	56	116382
117.334	0.001	Stimulus/S 34	38	117334
118.319	0.001	Stimulus/S 65	69	118319
120.122	0.001	Stimulus/S 99	74	120122
120.29	0.001	Stimulus/S 43	47	120290
